payment_record_id,invoice_id,customer_id,customer_code,customer_name,invoice_number,expected_amount,currency,invoice_date,due_date,expected_payment_date,expected_reference,reference_quality_hint,scenario_type
PAYREC-000714,INVREC-000714,CUST-00014,C0014,Harbour Distribution,INV-100714,399.0,GBP,2025-02-02,2025-03-04,2025-03-06,INV-100714,high,unmatched_expected
PAYREC-000715,INVREC-000715,CUST-00028,C0028,Harbour Holdings,INV-100715,299.0,GBP,2025-02-28,2025-03-30,2025-04-02,PAY INV-100715,low,unmatched_expected
PAYREC-000716,INVREC-000716,CUST-00014,C0014,Harbour Distribution,INV-100716,3377.1,GBP,2025-02-23,2025-03-02,2025-03-03,INV-100716,high,matched
PAYREC-000717,INVREC-000717,CUST-00016,C0016,Northstar Holdings,INV-100717,2545.78,GBP,2025-02-27,2025-03-29,2025-03-29,C0016-INV-100717,medium,matched
PAYREC-000718,INVREC-000718,CUST-00064,C0064,BrightPath Solutions,INV-100718,399.0,GBP,2025-01-01,2025-01-31,2025-02-01,PAY INV-100718,medium,matched
PAYREC-000719,INVREC-000719,CUST-00075,C0075,Maple Solutions,INV-100719,4555.4,GBP,2025-03-03,2025-04-17,2025-04-16,C0075 100719,low,unmatched_expected
PAYREC-000720,INVREC-000720,CUST-00075,C0075,Maple Solutions,INV-100720,399.0,GBP,2025-01-23,2025-02-22,2025-02-24,C0075-INV-100720,low,matched
PAYREC-000721,INVREC-000721,CUST-00042,C0042,BrightPath Limited,INV-100721,3064.52,GBP,2025-03-06,2025-04-05,2025-04-10,INV-100721,low,matched
PAYREC-000722,INVREC-000722,CUST-00032,C0032,IronBridge Holdings,INV-100722,250.0,GBP,2025-02-05,2025-03-07,2025-03-06,INV-100722,high,matched
PAYREC-000723,INVREC-000723,CUST-00058,C0058,Summit Services,INV-100723,4437.86,GBP,2025-01-18,2025-02-01,2025-01-31,C0058 100723,medium,matched
PAYREC-000724,INVREC-000724,CUST-00066,C0066,Acme Group,INV-100724,1603.86,GBP,2025-02-08,2025-03-10,2025-03-11,INV-100724,high,unmatched_expected
PAYREC-000725,INVREC-000725,CUST-00071,C0071,Redwood Partners,INV-100725,1500.0,GBP,2025-03-22,2025-04-05,2025-04-08,C0071-INV-100725,high,matched
PAYREC-000726,INVREC-000726,CUST-00038,C0038,Redwood Holdings,INV-100726,4907.61,GBP,2025-03-29,2025-04-28,2025-04-27,C0038 100726,medium,matched
PAYREC-000727,INVREC-000727,CUST-00023,C0023,Harbour Solutions,INV-100727,3566.25,GBP,2025-03-06,2025-04-05,2025-04-05,PAY INV-100727,high,matched
PAYREC-000728,INVREC-000728,CUST-00046,C0046,Silverline Ltd,INV-100728,3352.43,GBP,2025-03-13,2025-04-12,2025-04-13,C0046 100728,medium,unmatched_expected
PAYREC-000729,INVREC-000729,CUST-00054,C0054,BrightPath Holdings,INV-100729,1465.34,GBP,2025-03-28,2025-04-27,2025-04-30,INV-100729,high,matched
PAYREC-000730,INVREC-000730,CUST-00055,C0055,Vertex Services,INV-100730,149.0,GBP,2025-01-02,2025-02-01,2025-02-02,PAY INV-100730,medium,matched
PAYREC-000731,INVREC-000731,CUST-00007,C0007,Vertex Limited,INV-100731,2500.0,GBP,2025-03-27,2025-04-03,2025-04-11,C0007-INV-100731,high,matched
PAYREC-000732,INVREC-000732,CUST-00021,C0021,ClearWater Limited,INV-100732,99.0,GBP,2025-02-06,2025-03-08,2025-03-07,PAY INV-100732,medium,matched
PAYREC-000733,INVREC-000733,CUST-00038,C0038,Redwood Holdings,INV-100733,500.0,GBP,2025-01-27,2025-02-26,2025-03-01,C0038 100733,medium,matched
PAYREC-000734,INVREC-000734,CUST-00014,C0014,Harbour Distribution,INV-100734,4330.97,GBP,2025-03-20,2025-04-19,2025-04-21,PAY INV-100734,high,unmatched_expected
PAYREC-000735,INVREC-000735,CUST-00072,C0072,BrightPath Distribution,INV-100735,4004.17,GBP,2025-02-19,2025-03-05,2025-03-07,INV-100735,low,matched
PAYREC-000736,INVREC-000736,CUST-00037,C0037,BlueRock Partners,INV-100736,1968.4,GBP,2025-03-30,2025-04-29,2025-04-29,C0037 100736,high,unmatched_expected
PAYREC-000737,INVREC-000737,CUST-00041,C0041,Summit Holdings,INV-100737,1055.28,GBP,2025-03-12,2025-03-19,2025-03-28,PAY INV-100737,high,unmatched_expected
PAYREC-000738,INVREC-000738,CUST-00057,C0057,Silverline Trading,INV-100738,3255.78,GBP,2025-01-29,2025-03-15,2025-03-17,PAY INV-100738,medium,matched
PAYREC-000739,INVREC-000739,CUST-00070,C0070,ClearWater Solutions,INV-100739,1007.81,GBP,2025-03-19,2025-04-02,2025-04-05,C0070-INV-100739,medium,matched
PAYREC-000740,INVREC-000740,CUST-00058,C0058,Summit Services,INV-100740,149.0,GBP,2025-01-23,2025-03-09,2025-03-07,INV-100740,medium,matched
PAYREC-000741,INVREC-000741,CUST-00066,C0066,Acme Group,INV-100741,2805.16,GBP,2025-01-16,2025-02-15,2025-02-23,C0066 100741,high,unmatched_expected
PAYREC-000742,INVREC-000742,CUST-00017,C0017,Redwood Retail,INV-100742,299.0,GBP,2025-01-21,2025-02-20,2025-02-21,INV-100742,high,matched
PAYREC-000743,INVREC-000743,CUST-00060,C0060,BrightPath Ltd,INV-100743,3004.56,GBP,2025-01-20,2025-01-27,2025-01-29,C0060-INV-100743,low,matched
PAYREC-000744,INVREC-000744,CUST-00039,C0039,Acme Solutions,INV-100744,410.76,GBP,2025-03-04,2025-04-03,2025-04-02,INV-100744,medium,matched
PAYREC-000745,INVREC-000745,CUST-00041,C0041,Summit Holdings,INV-100745,125.0,GBP,2025-03-09,2025-03-23,2025-03-30,C0041-INV-100745,high,matched
PAYREC-000746,INVREC-000746,CUST-00065,C0065,Silverline Group,INV-100746,505.13,GBP,2025-01-21,2025-02-20,2025-02-28,PAY INV-100746,medium,unmatched_expected
PAYREC-000747,INVREC-000747,CUST-00029,C0029,Northstar Retail,INV-100747,250.0,GBP,2025-01-28,2025-02-27,2025-03-01,INV-100747,low,matched
PAYREC-000748,INVREC-000748,CUST-00028,C0028,Harbour Holdings,INV-100748,4127.26,GBP,2025-03-21,2025-04-20,2025-04-25,PAY INV-100748,low,unmatched_expected
PAYREC-000749,INVREC-000749,CUST-00002,C0002,IronBridge Limited,INV-100749,4527.26,GBP,2025-01-15,2025-02-14,2025-02-10,INV-100749,low,matched
PAYREC-000750,INVREC-000750,CUST-00032,C0032,IronBridge Holdings,INV-100750,2500.0,GBP,2025-01-06,2025-02-05,2025-02-04,C0032-INV-100750,high,matched
PAYREC-000751,INVREC-000751,CUST-00015,C0015,Acme Holdings,INV-100751,172.29,GBP,2025-02-19,2025-03-05,2025-03-05,C0015 100751,medium,unmatched_expected
PAYREC-000752,INVREC-000752,CUST-00067,C0067,Harbour Group,INV-100752,2459.68,GBP,2025-02-17,2025-03-19,2025-03-29,C0067-INV-100752,high,matched
PAYREC-000753,INVREC-000753,CUST-00038,C0038,Redwood Holdings,INV-100753,4743.65,GBP,2025-03-25,2025-04-08,2025-04-07,C0038-INV-100753,medium,matched
PAYREC-000754,INVREC-000754,CUST-00022,C0022,Maple Distribution,INV-100754,1093.37,GBP,2025-03-10,2025-04-09,2025-04-11,C0022 100754,medium,matched
PAYREC-000755,INVREC-000755,CUST-00028,C0028,Harbour Holdings,INV-100755,750.0,GBP,2025-03-29,2025-04-28,2025-05-07,C0028-INV-100755,low,matched
PAYREC-000756,INVREC-000756,CUST-00056,C0056,Northstar Limited,INV-100756,1200.0,GBP,2025-03-24,2025-04-23,2025-04-22,C0056 100756,high,matched
PAYREC-000757,INVREC-000757,CUST-00020,C0020,Acme Limited,INV-100757,125.0,GBP,2025-01-04,2025-02-03,2025-02-04,C0020 100757,high,matched
PAYREC-000758,INVREC-000758,CUST-00010,C0010,Vertex Partners,INV-100758,125.0,GBP,2025-01-07,2025-01-21,2025-01-22,PAY INV-100758,high,unmatched_expected
PAYREC-000759,INVREC-000759,CUST-00074,C0074,Vertex Solutions,INV-100759,2283.07,GBP,2025-01-30,2025-03-16,2025-03-16,INV-100759,medium,matched
PAYREC-000760,INVREC-000760,CUST-00052,C0052,BlueRock Services,INV-100760,635.61,GBP,2025-02-25,2025-03-27,2025-04-02,C0052 100760,low,matched
PAYREC-000761,INVREC-000761,CUST-00001,C0001,Maple Limited,INV-100761,1500.0,GBP,2025-03-24,2025-04-23,2025-04-22,PAY INV-100761,high,matched
PAYREC-000762,INVREC-000762,CUST-00075,C0075,Maple Solutions,INV-100762,750.0,GBP,2025-01-06,2025-02-05,2025-02-05,C0075 100762,low,unmatched_expected
PAYREC-000763,INVREC-000763,CUST-00014,C0014,Harbour Distribution,INV-100763,125.0,GBP,2025-02-07,2025-03-09,2025-03-12,C0014 100763,high,matched
PAYREC-000764,INVREC-000764,CUST-00037,C0037,BlueRock Partners,INV-100764,202.55,GBP,2025-02-26,2025-03-28,2025-03-29,C0037-INV-100764,high,matched
PAYREC-000765,INVREC-000765,CUST-00021,C0021,ClearWater Limited,INV-100765,3994.01,GBP,2025-03-10,2025-03-24,2025-03-25,C0021 100765,medium,matched
PAYREC-000766,INVREC-000766,CUST-00070,C0070,ClearWater Solutions,INV-100766,1200.0,GBP,2025-02-07,2025-03-24,2025-03-26,INV-100766,medium,matched
PAYREC-000767,INVREC-000767,CUST-00048,C0048,BlueRock Ltd,INV-100767,660.01,GBP,2025-01-02,2025-02-01,2025-01-31,C0048 100767,high,matched
PAYREC-000768,INVREC-000768,CUST-00001,C0001,Maple Limited,INV-100768,4737.55,GBP,2025-03-15,2025-04-14,2025-04-13,C0001 100768,high,matched
PAYREC-000769,INVREC-000769,CUST-00040,C0040,Silverline Holdings,INV-100769,1752.07,GBP,2025-01-27,2025-02-26,2025-02-26,INV-100769,high,matched
PAYREC-000770,INVREC-000770,CUST-00053,C0053,Acme Retail,INV-100770,149.0,GBP,2025-03-24,2025-04-23,2025-04-19,INV-100770,medium,matched
PAYREC-000771,INVREC-000771,CUST-00029,C0029,Northstar Retail,INV-100771,149.0,GBP,2025-03-20,2025-04-19,2025-04-19,C0029-INV-100771,low,matched
PAYREC-000772,INVREC-000772,CUST-00073,C0073,Maple Trading,INV-100772,4971.85,GBP,2025-01-07,2025-02-06,2025-02-04,INV-100772,medium,matched
PAYREC-000773,INVREC-000773,CUST-00060,C0060,BrightPath Ltd,INV-100773,125.0,GBP,2025-03-24,2025-04-23,2025-04-22,C0060 100773,low,matched
PAYREC-000774,INVREC-000774,CUST-00033,C0033,Vertex Retail,INV-100774,4760.12,GBP,2025-01-13,2025-01-27,2025-01-29,C0033-INV-100774,medium,matched
PAYREC-000775,INVREC-000775,CUST-00046,C0046,Silverline Ltd,INV-100775,250.0,GBP,2025-01-17,2025-02-16,2025-02-19,C0046 100775,medium,matched
PAYREC-000776,INVREC-000776,CUST-00009,C0009,Redwood Limited,INV-100776,3100.9,GBP,2025-01-25,2025-02-24,2025-02-24,C0009 100776,medium,matched
PAYREC-000777,INVREC-000777,CUST-00040,C0040,Silverline Holdings,INV-100777,1854.24,GBP,2025-03-30,2025-04-29,2025-05-01,INV-100777,high,matched
PAYREC-000778,INVREC-000778,CUST-00041,C0041,Summit Holdings,INV-100778,2500.0,GBP,2025-02-24,2025-03-10,2025-03-15,INV-100778,high,matched
PAYREC-000779,INVREC-000779,CUST-00029,C0029,Northstar Retail,INV-100779,714.81,GBP,2025-03-24,2025-04-23,2025-04-25,PAY INV-100779,low,unmatched_expected
PAYREC-000780,INVREC-000780,CUST-00043,C0043,Summit Retail,INV-100780,1562.09,GBP,2025-03-03,2025-04-02,2025-04-02,PAY INV-100780,high,unmatched_expected
PAYREC-000781,INVREC-000781,CUST-00071,C0071,Redwood Partners,INV-100781,4216.88,GBP,2025-01-14,2025-01-28,2025-01-31,PAY INV-100781,high,matched
PAYREC-000782,INVREC-000782,CUST-00018,C0018,BrightPath Services,INV-100782,3151.76,GBP,2025-03-10,2025-03-24,2025-03-27,PAY INV-100782,high,matched
PAYREC-000783,INVREC-000783,CUST-00010,C0010,Vertex Partners,INV-100783,4072.58,GBP,2025-01-03,2025-02-02,2025-02-05,C0010-INV-100783,high,matched
PAYREC-000784,INVREC-000784,CUST-00075,C0075,Maple Solutions,INV-100784,99.0,GBP,2025-02-21,2025-03-23,2025-03-23,PAY INV-100784,low,matched
PAYREC-000785,INVREC-000785,CUST-00071,C0071,Redwood Partners,INV-100785,2386.91,GBP,2025-02-03,2025-03-05,2025-03-08,C0071-INV-100785,high,matched
PAYREC-000786,INVREC-000786,CUST-00020,C0020,Acme Limited,INV-100786,2968.52,GBP,2025-02-16,2025-03-18,2025-03-21,PAY INV-100786,high,matched
PAYREC-000787,INVREC-000787,CUST-00038,C0038,Redwood Holdings,INV-100787,2014.09,GBP,2025-01-18,2025-02-17,2025-02-20,PAY INV-100787,medium,matched
PAYREC-000788,INVREC-000788,CUST-00065,C0065,Silverline Group,INV-100788,4042.37,GBP,2025-01-02,2025-02-01,2025-02-09,C0065 100788,medium,matched
PAYREC-000789,INVREC-000789,CUST-00022,C0022,Maple Distribution,INV-100789,999.0,GBP,2025-03-07,2025-03-21,2025-03-21,PAY INV-100789,medium,matched
PAYREC-000790,INVREC-000790,CUST-00073,C0073,Maple Trading,INV-100790,1500.0,GBP,2025-03-26,2025-04-25,2025-04-25,C0073-INV-100790,medium,matched
PAYREC-000791,INVREC-000791,CUST-00062,C0062,Redwood Group,INV-100791,1197.16,GBP,2025-02-15,2025-02-22,2025-02-25,C0062 100791,high,matched
PAYREC-000792,INVREC-000792,CUST-00034,C0034,Northstar Trading,INV-100792,2613.53,GBP,2025-02-17,2025-03-03,2025-03-02,PAY INV-100792,medium,matched
PAYREC-000793,INVREC-000793,CUST-00047,C0047,Acme Ltd,INV-100793,279.87,GBP,2025-02-19,2025-03-21,2025-03-28,C0047-INV-100793,medium,matched
PAYREC-000794,INVREC-000794,CUST-00042,C0042,BrightPath Limited,INV-100794,4156.75,GBP,2025-01-14,2025-02-13,2025-02-16,C0042 100794,low,matched
PAYREC-000795,INVREC-000795,CUST-00034,C0034,Northstar Trading,INV-100795,1200.0,GBP,2025-03-16,2025-04-15,2025-04-14,INV-100795,medium,matched
PAYREC-000796,INVREC-000796,CUST-00049,C0049,Maple Holdings,INV-100796,435.3,GBP,2025-02-16,2025-03-18,2025-03-19,C0049-INV-100796,low,matched
PAYREC-000797,INVREC-000797,CUST-00033,C0033,Vertex Retail,INV-100797,399.0,GBP,2025-02-18,2025-04-04,2025-04-04,INV-100797,medium,matched
PAYREC-000798,INVREC-000798,CUST-00046,C0046,Silverline Ltd,INV-100798,3040.84,GBP,2025-02-14,2025-03-16,2025-03-19,C0046 100798,medium,matched
PAYREC-000799,INVREC-000799,CUST-00065,C0065,Silverline Group,INV-100799,750.0,GBP,2025-01-18,2025-02-17,2025-02-23,INV-100799,medium,matched
PAYREC-000800,INVREC-000800,CUST-00036,C0036,Northstar Distribution,INV-100800,999.0,GBP,2025-01-28,2025-02-11,2025-02-10,C0036 100800,medium,matched
PAYREC-000801,INVREC-000801,CUST-00016,C0016,Northstar Holdings,INV-100801,3615.27,GBP,2025-03-26,2025-04-09,2025-04-12,C0016-INV-100801,medium,matched
PAYREC-000802,INVREC-000802,CUST-00062,C0062,Redwood Group,INV-100802,149.0,GBP,2025-03-28,2025-04-27,2025-04-29,PAY INV-100802,high,matched
PAYREC-000803,INVREC-000803,CUST-00053,C0053,Acme Retail,INV-100803,999.0,GBP,2025-01-03,2025-01-17,2025-01-17,C0053-INV-100803,medium,matched
PAYREC-000804,INVREC-000804,CUST-00021,C0021,ClearWater Limited,INV-100804,999.0,GBP,2025-01-18,2025-02-17,2025-02-18,INV-100804,medium,matched
PAYREC-000805,INVREC-000805,CUST-00019,C0019,Vertex Holdings,INV-100805,2607.37,GBP,2025-01-08,2025-01-22,2025-01-22,PAY INV-100805,high,matched
PAYREC-000806,INVREC-000806,CUST-00052,C0052,BlueRock Services,INV-100806,4398.62,GBP,2025-03-18,2025-05-02,2025-05-07,C0052 100806,low,unmatched_expected
PAYREC-000807,INVREC-000807,CUST-00037,C0037,BlueRock Partners,INV-100807,2383.5,GBP,2025-01-11,2025-01-25,2025-01-28,PAY INV-100807,high,unmatched_expected
PAYREC-000808,INVREC-000808,CUST-00062,C0062,Redwood Group,INV-100808,756.43,GBP,2025-01-22,2025-02-05,2025-02-11,C0062 100808,high,matched
PAYREC-000809,INVREC-000809,CUST-00075,C0075,Maple Solutions,INV-100809,880.22,GBP,2025-01-24,2025-02-23,2025-02-24,C0075-INV-100809,low,matched
PAYREC-000810,INVREC-000810,CUST-00044,C0044,Redwood Services,INV-100810,399.0,GBP,2025-02-28,2025-03-30,2025-03-29,C0044-INV-100810,medium,matched
PAYREC-000811,INVREC-000811,CUST-00050,C0050,ClearWater Partners,INV-100811,750.0,GBP,2025-01-17,2025-01-31,2025-01-30,C0050-INV-100811,high,matched
PAYREC-000812,INVREC-000812,CUST-00054,C0054,BrightPath Holdings,INV-100812,999.0,GBP,2025-01-20,2025-02-19,2025-02-20,C0054-INV-100812,high,unmatched_expected
PAYREC-000813,INVREC-000813,CUST-00005,C0005,Silverline Retail,INV-100813,500.0,GBP,2025-03-10,2025-04-09,2025-04-06,INV-100813,medium,matched
PAYREC-000814,INVREC-000814,CUST-00017,C0017,Redwood Retail,INV-100814,2500.0,GBP,2025-03-19,2025-04-18,2025-04-18,C0017 100814,high,matched
PAYREC-000815,INVREC-000815,CUST-00056,C0056,Northstar Limited,INV-100815,3503.33,GBP,2025-03-08,2025-04-07,2025-04-08,PAY INV-100815,high,matched
PAYREC-000816,INVREC-000816,CUST-00055,C0055,Vertex Services,INV-100816,3854.92,GBP,2025-01-30,2025-03-16,2025-03-19,C0055 100816,medium,matched
PAYREC-000817,INVREC-000817,CUST-00045,C0045,IronBridge Distribution,INV-100817,4194.09,GBP,2025-03-17,2025-04-16,2025-04-16,C0045-INV-100817,medium,matched
PAYREC-000818,INVREC-000818,CUST-00074,C0074,Vertex Solutions,INV-100818,2500.0,GBP,2025-01-13,2025-02-12,2025-02-11,C0074-INV-100818,medium,matched
PAYREC-000819,INVREC-000819,CUST-00030,C0030,BlueRock Group,INV-100819,2072.8,GBP,2025-01-11,2025-01-25,2025-01-25,INV-100819,low,matched
PAYREC-000820,INVREC-000820,CUST-00025,C0025,Northstar Services,INV-100820,2911.04,GBP,2025-01-01,2025-01-31,2025-02-03,C0025-INV-100820,medium,unmatched_expected
PAYREC-000821,INVREC-000821,CUST-00016,C0016,Northstar Holdings,INV-100821,3454.45,GBP,2025-03-08,2025-03-15,2025-03-15,C0016-INV-100821,medium,matched
PAYREC-000822,INVREC-000822,CUST-00041,C0041,Summit Holdings,INV-100822,1200.0,GBP,2025-02-22,2025-03-24,2025-04-01,INV-100822,high,matched
PAYREC-000823,INVREC-000823,CUST-00075,C0075,Maple Solutions,INV-100823,2845.12,GBP,2025-02-02,2025-02-16,2025-02-17,INV-100823,low,matched
PAYREC-000824,INVREC-000824,CUST-00036,C0036,Northstar Distribution,INV-100824,750.0,GBP,2025-03-29,2025-04-28,2025-04-27,C0036-INV-100824,medium,matched
PAYREC-000825,INVREC-000825,CUST-00072,C0072,BrightPath Distribution,INV-100825,2444.61,GBP,2025-03-03,2025-03-17,2025-03-20,C0072 100825,low,matched
PAYREC-000826,INVREC-000826,CUST-00040,C0040,Silverline Holdings,INV-100826,3692.12,GBP,2025-03-15,2025-04-14,2025-04-16,C0040 100826,high,matched
PAYREC-000827,INVREC-000827,CUST-00016,C0016,Northstar Holdings,INV-100827,850.89,GBP,2025-01-30,2025-03-01,2025-03-02,PAY INV-100827,medium,matched
PAYREC-000828,INVREC-000828,CUST-00028,C0028,Harbour Holdings,INV-100828,750.0,GBP,2025-03-07,2025-04-06,2025-04-15,INV-100828,low,matched
PAYREC-000829,INVREC-000829,CUST-00007,C0007,Vertex Limited,INV-100829,4031.63,GBP,2025-01-21,2025-02-20,2025-02-24,C0007 100829,high,unmatched_expected
PAYREC-000830,INVREC-000830,CUST-00019,C0019,Vertex Holdings,INV-100830,367.2,GBP,2025-03-02,2025-04-16,2025-04-18,C0019 100830,high,matched
PAYREC-000831,INVREC-000831,CUST-00029,C0029,Northstar Retail,INV-100831,399.0,GBP,2025-02-17,2025-02-24,2025-02-26,PAY INV-100831,low,matched
PAYREC-000832,INVREC-000832,CUST-00052,C0052,BlueRock Services,INV-100832,999.0,GBP,2025-03-20,2025-04-19,2025-04-24,PAY INV-100832,low,matched
PAYREC-000833,INVREC-000833,CUST-00008,C0008,ClearWater Services,INV-100833,1048.45,GBP,2025-01-23,2025-02-22,2025-02-25,INV-100833,medium,matched
PAYREC-000834,INVREC-000834,CUST-00067,C0067,Harbour Group,INV-100834,2577.21,GBP,2025-02-06,2025-02-20,2025-03-02,C0067-INV-100834,high,matched
PAYREC-000835,INVREC-000835,CUST-00030,C0030,BlueRock Group,INV-100835,199.0,GBP,2025-03-20,2025-04-03,2025-04-03,PAY INV-100835,low,matched
PAYREC-000836,INVREC-000836,CUST-00001,C0001,Maple Limited,INV-100836,399.0,GBP,2025-01-21,2025-01-28,2025-01-28,C0001 100836,high,matched
PAYREC-000837,INVREC-000837,CUST-00046,C0046,Silverline Ltd,INV-100837,2612.83,GBP,2025-03-27,2025-04-26,2025-04-29,C0046 100837,medium,matched
PAYREC-000838,INVREC-000838,CUST-00009,C0009,Redwood Limited,INV-100838,2817.61,GBP,2025-01-12,2025-02-11,2025-02-13,PAY INV-100838,medium,matched
PAYREC-000839,INVREC-000839,CUST-00075,C0075,Maple Solutions,INV-100839,1170.16,GBP,2025-02-14,2025-03-16,2025-03-15,C0075 100839,low,matched
PAYREC-000840,INVREC-000840,CUST-00025,C0025,Northstar Services,INV-100840,1342.48,GBP,2025-02-28,2025-04-14,2025-04-15,C0025-INV-100840,medium,matched
PAYREC-000841,INVREC-000841,CUST-00053,C0053,Acme Retail,INV-100841,250.0,GBP,2025-03-06,2025-03-20,2025-03-15,PAY INV-100841,medium,matched
PAYREC-000842,INVREC-000842,CUST-00044,C0044,Redwood Services,INV-100842,4386.76,GBP,2025-01-15,2025-02-14,2025-02-16,PAY INV-100842,medium,matched
PAYREC-000843,INVREC-000843,CUST-00074,C0074,Vertex Solutions,INV-100843,2837.68,GBP,2025-02-02,2025-03-04,2025-03-06,C0074-INV-100843,medium,matched
PAYREC-000844,INVREC-000844,CUST-00032,C0032,IronBridge Holdings,INV-100844,2330.57,GBP,2025-02-13,2025-03-30,2025-04-02,C0032-INV-100844,high,matched
PAYREC-000845,INVREC-000845,CUST-00004,C0004,Acme Distribution,INV-100845,1200.0,GBP,2025-03-03,2025-03-17,2025-03-19,PAY INV-100845,medium,unmatched_expected
PAYREC-000846,INVREC-000846,CUST-00029,C0029,Northstar Retail,INV-100846,2091.51,GBP,2025-03-28,2025-04-27,2025-04-27,INV-100846,low,matched
PAYREC-000847,INVREC-000847,CUST-00046,C0046,Silverline Ltd,INV-100847,1353.58,GBP,2025-03-08,2025-04-07,2025-04-07,C0046 100847,medium,unmatched_expected
PAYREC-000848,INVREC-000848,CUST-00037,C0037,BlueRock Partners,INV-100848,1742.86,GBP,2025-01-12,2025-02-11,2025-02-12,C0037-INV-100848,high,matched
PAYREC-000849,INVREC-000849,CUST-00071,C0071,Redwood Partners,INV-100849,4476.87,GBP,2025-01-23,2025-02-22,2025-02-21,PAY INV-100849,high,matched
PAYREC-000850,INVREC-000850,CUST-00035,C0035,IronBridge Ltd,INV-100850,4554.14,GBP,2025-01-24,2025-03-10,2025-03-16,INV-100850,low,matched
PAYREC-000851,INVREC-000851,CUST-00064,C0064,BrightPath Solutions,INV-100851,250.0,GBP,2025-01-26,2025-02-09,2025-02-15,PAY INV-100851,medium,matched
PAYREC-000852,INVREC-000852,CUST-00027,C0027,Acme Partners,INV-100852,999.0,GBP,2025-01-30,2025-02-13,2025-02-22,INV-100852,high,matched
PAYREC-000853,INVREC-000853,CUST-00046,C0046,Silverline Ltd,INV-100853,125.0,GBP,2025-01-20,2025-02-19,2025-02-22,PAY INV-100853,medium,matched
PAYREC-000854,INVREC-000854,CUST-00064,C0064,BrightPath Solutions,INV-100854,4792.07,GBP,2025-03-20,2025-03-27,2025-03-28,PAY INV-100854,medium,matched
PAYREC-000855,INVREC-000855,CUST-00062,C0062,Redwood Group,INV-100855,4927.54,GBP,2025-02-17,2025-03-19,2025-03-27,C0062 100855,high,matched
PAYREC-000856,INVREC-000856,CUST-00074,C0074,Vertex Solutions,INV-100856,4584.23,GBP,2025-02-05,2025-03-07,2025-03-06,PAY INV-100856,medium,matched
PAYREC-000857,INVREC-000857,CUST-00036,C0036,Northstar Distribution,INV-100857,318.03,GBP,2025-02-20,2025-03-06,2025-03-07,INV-100857,medium,matched
PAYREC-000858,INVREC-000858,CUST-00055,C0055,Vertex Services,INV-100858,299.0,GBP,2025-03-03,2025-04-17,2025-04-20,INV-100858,medium,unmatched_expected
PAYREC-000859,INVREC-000859,CUST-00051,C0051,ClearWater Distribution,INV-100859,645.82,GBP,2025-03-29,2025-04-28,2025-04-30,C0051 100859,high,matched
